"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Assassin's Creed III","660","3840","5","11","53","4.818181"
"2","Just Chatting","315","960","2","6","16","3.047619"
"3","Duelyst","150","720","4","7","17","6.8"
"4","RED HOT VENGEANCE","105","240","2","3","4","2.285714"
"5","Left 4 Dead 2","90","705","7","11","16","10.666666"
"6","Borderlands 2","75","165","2","3","2","1.6"
"7","Snood","75","405","5","8","4","3.2"
"8","Lost Planet 2","60","225","3","5","4","4"
"9","Bubble Trouble","45","255","5","7","7","9.333333"
"10","Monster Hunter: World","45","120","2","3","5","6.666666"
"11","Override: Mech City Brawl","45","255","5","6","9","12"
"12","Under Night In-Birth Exe:Late[st]","30","30","1","1","3","6"
"13","Assassin's Creed Odyssey","30","105","3","4","0","0"
"14","Naruto Shippuden: Ultimate Ninja Storm 4","30","60","2","2","8","16"
"15","ShellShock Live","15","90","6","6","9","36"
