"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Team Fortress 2","6795","37305","4","25","2084","18.401766"
"2","Overwatch","1560","7020","4","10","239","9.192307"
"3","Quake Champions","480","2115","4","8","96","12"
"4","Strafe","405","1425","2","7","64","9.481481"
"5","Wolfenstein: The New Order","285","1335","3","8","17","3.578947"
"6","Counter-Strike: Global Offensive","255","1050","3","9","15","3.529411"
"7","Dusk","255","1395","5","7","99","23.294117"
"8","PUBG: BATTLEGROUNDS","225","1635","7","10","29","7.733333"
"9","Sven Co-op","150","510","3","6","24","9.6"
"10","Hellblade: Senua's Sacrifice","120","375","3","5","11","5.5"
"11","Viscera Cleanup Detail","75","450","6","8","26","20.8"
"12","Quake","60","315","5","7","14","14"
"13","Deployment","30","105","3","4","11","22"
"14","SUPERHOT","30","120","4","5","5","10"
"15","Papers, Please","30","90","3","5","2","4"
"16","Natural Selection 2","30","60","2","2","2","4"
"17","Need for Speed: Shift","15","0","0","0","0","0"
"18","Half-Life","15","45","3","3","2","8"
"19","Enter the Gungeon","15","75","5","5","0","0"
"20","Lisa","15","75","5","5","12","48"
"21","Devil Daggers","15","75","5","5","3","12"
