"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Path of Exile","1245","3135","2","5","78","3.759036"
"2","Escape from Tarkov","225","585","2","4","23","6.133333"
"3","PUBG: BATTLEGROUNDS","135","150","1","2","9","4"
"4","Dark Souls","75","105","1","2","6","4.8"
"5","World of Warcraft","45","45","1","1","6","8"
"6","Black Desert","30","135","4","5","3","6"
"7","DayZ","30","75","2","3","7","14"
