"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","540","2205","2","28","239","26.555555"
"2","Tom Clancy's Rainbow Six Siege","210","285","1","4","28","8"
"3","Rust","195","240","0","4","22","6.76923"
"4","Counter-Strike: Global Offensive","150","165","0","3","16","6.4"
"5","Stardew Valley","75","15","0","1","2","1.6"
"6","Teamfight Tactics","60","15","0","1","6","6"
"7","Arma 3","60","0","0","0","9","9"
"8","Sea of Thieves","60","90","1","2","2","2"
"9","Grand Theft Auto V","45","105","2","4","17","22.666666"
"10","Sherlock Holmes: The Devil's Daughter","30","45","1","2","1","2"
"11","F1 2018","15","30","2","2","0","0"
"12","Unlisted on Twitch","15","0","0","0","7","28"
"13","Battlefield 1","15","30","2","2","1","4"
