"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","735","750","0","3","75","6.122448"
"2","Battlefield 4","660","810","0","5","65","5.90909"
"3","Counter-Strike: Global Offensive","390","540","1","5","50","7.692307"
"4","PUBG: BATTLEGROUNDS","150","45","0","2","13","5.2"
"5","Quake Champions","105","165","1","2","7","4"
"6","Rust","105","105","1","2","9","5.142857"
"7","Hurtworld","90","165","1","3","6","4"
"8","Minecraft","45","30","0","1","3","4"
"9","Tom Clancy's Rainbow Six Siege","45","15","0","1","4","5.333333"
"10","ROBLOX","30","0","0","0","0","0"
"11","World of Warcraft","15","15","1","1","0","0"
"12","Call of Duty: Modern Warfare 2","15","15","1","1","0","0"
