"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hearthstone","4800","2426910","506","956","61037","762.9625"
"2","Just Chatting","2265","1224690","476","1065","32796","868.768211"
"3","Fallout","660","192390","323","589","9514","864.90909"
"4","Dragon Age: Origins","540","182880","338","421","7321","813.444444"
"5","World of Warcraft","495","184320","372","588","9150","1109.090909"
"6","Teamfight Tactics","495","223455","451","549","7703","933.696969"
"7","StarCraft","435","108645","249","314","5050","696.551724"
"8","World of Warships","135","32025","237","310","1570","697.777777"
"9","AFK Arena","135","37530","278","414","1911","849.333333"
"10","Dota Underlords","75","28950","386","442","1244","995.2"
