"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","1035","14700","13","25","192","11.130434"
"2","Shadow of the Tomb Raider","465","5055","9","18","146","18.838709"
"3","Golf With Your Friends","330","6000","18","27","117","21.272727"
"4","Outlast","270","4095","14","22","108","24"
"5","The Jackbox Party Pack 4","270","6930","22","40","206","45.777777"
"6","Marbles on Stream","255","4020","15","23","70","16.470588"
"7","The Forest","195","3000","15","20","42","12.923076"
"8","Just Chatting","120","1605","11","21","123","61.5"
"9","Assassin's Creed","120","2175","18","24","66","33"
"10","Minecraft","90","1215","13","16","31","20.666666"
"11","Rocksmith 2014","75","765","10","13","16","12.8"
"12","Halo: The Master Chief Collection","60","810","13","16","16","16"
"13","Naruto Shippuden: Ultimate Ninja Storm 2","60","885","14","17","22","22"
"14","Deceit","60","1020","17","20","17","17"
"15","Twitch Sings","60","930","15","19","25","25"
"16","Forza Horizon 4","45","615","13","14","21","28"
