"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY VII","855","4755","5","13","201","14.105263"
"2","Minecraft","390","1515","3","7","74","11.384615"
"3","The Sims 4","60","270","4","7","4","4"
"4","Sonic the Hedgehog 2","60","195","3","5","9","9"
