"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","World of Warships","210","23400","115","201","8367","2390.571428"
"2","Tom Clancy's Rainbow Six Siege","165","9120","56","120","1890","687.272727"
"3","Marvel Ultimate Alliance 3: The Black Order","120","5265","36","99","1008","504"
"4","Super Mario Maker 2","120","3915","32","64","1432","716"
"5","Dragon Quest Builders 2","90","11025","122","141","3917","2611.333333"
"6","F1 2019","75","8775","117","158","2113","1690.4"
"7","Fire Emblem: Three Houses","60","4155","69","84","891","891"
"8","Tom Clancy's The Division 2","60","720","12","36","199","199"
"9","DOOM 3","60","2475","41","82","742","742"
"10","Red Faction: Guerrilla","45","5310","118","125","1189","1585.333333"
"11","Magic: The Gathering","45","3870","86","99","1921","2561.333333"
"12","Wolfenstein: Youngblood","45","2985","50","104","0","0"
"13","Sea of Solitude","45","3705","82","95","867","1156"
"14","Talk Shows & Podcasts","30","3765","125","161","1855","3710"
