"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","1125","15270","12","56","287","15.306666"
"2","Rust","1110","11190","9","54","213","11.513513"
"3","Last Day on Earth: Survival","855","42600","47","87","582","40.842105"
"4","Minecraft","780","7785","9","22","124","9.538461"
"5","The Evil Within 2","735","7545","9","15","105","8.571428"
"6","9Dragons: Kung Fu Arena","465","4530","12","35","114","14.709677"
"7","ARK: Survival Evolved","360","3165","9","14","59","9.833333"
"8","Just Chatting","330","2850","9","25","135","24.545454"
"9","A Dance of Fire and Ice","60","3015","50","74","17","17"
"10","The Evil Within","60","525","8","11","15","15"
"11","Music","45","345","7","8","9","12"
"12","Teamfight Tactics","15","105","7","7","1","4"
