"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead Space 2","600","15150","24","49","400","40"
"2","Resident Evil 7: Biohazard","555","13905","22","43","395","42.702702"
"3","Heavy Rain","525","13005","25","38","303","34.628571"
"4","Hellblade: Senua's Sacrifice","420","8325","19","28","132","18.857142"
"5","The Jackbox Party Pack 4","405","13200","32","49","384","56.888888"
"6","Jackbox Party Packs","360","10935","28","46","277","46.166666"
"7","Overwatch","330","6180","17","27","281","51.090909"
"8","Papers, Please","330","8865","24","38","210","38.181818"
"9","Dishonored: Death of the Outsider","285","6570","22","32","102","21.473684"
"10","Little Inferno","210","4545","21","27","65","18.571428"
"11","Just Chatting","165","2025","12","33","388","141.090909"
"12","Her Story","150","2565","17","20","33","13.2"
"13","Jazzpunk","150","3360","22","31","72","28.8"
"14","What Remains of Edith Finch","135","2490","18","27","49","21.777777"
"15","Dead by Daylight","120","1980","16","22","42","21"
"16","Just Cause 3","75","1800","24","26","40","32"
"17","Words On Stream","75","1710","22","24","52","41.6"
"18","Fibbage","75","1680","22","24","35","28"
"19","FTL: Faster Than Light","60","1620","27","28","107","107"
"20","The Jackbox Party Pack 5","60","1845","29","35","55","55"
"21","Outlast","45","660","14","19","48","64"
"22","The Jackbox Party Pack 2","45","1125","24","28","63","84"
"23","Doodle WHAT?!","15","525","35","35","59","236"
"24","Choice Chamber","15","345","23","23","9","36"
