"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","495","122025","244","376","6741","817.090909"
"2","Just Chatting","270","43935","152","275","9298","2066.222222"
"3","Counter-Strike: Global Offensive","195","20055","107","188","2054","632"
"4","League of Legends","165","20085","109","156","2246","816.727272"
"5","Zula","90","13995","155","233","1637","1091.333333"
"6","Unlisted on Twitch","30","3435","114","116","293","586"
"7","Black Squad","30","4425","147","161","1232","2464"
"8","Apex Legends","15","2550","170","170","369","1476"
"9","Half-Life","15","1320","88","88","293","1172"
"10","Paladins","15","1335","89","89","710","2840"
"11","Brawlhalla","15","1905","127","127","512","2048"
