"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Street Fighter V","855","9465","9","22","251","17.614035"
"2","Just Chatting","465","4605","9","18","257","33.16129"
"3","Dota 2","255","2295","7","14","76","17.882352"
"4","Mortal Kombat 11","210","2385","11","19","79","22.571428"
"5","Paladins","195","1755","6","12","49","15.076923"
"6","The Sims 3","180","1290","7","12","27","9"
"7","Under Night In-Birth Exe:Late[st]","165","2580","13","24","96","34.90909"
"8","Dragon's Dogma: Dark Arisen","120","1305","10","18","37","18.5"
"9","Garou: Mark of the Wolves","105","1215","11","15","40","22.857142"
"10","Stardew Valley","15","135","9","9","9","36"
