"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY VII","3225","268245","75","456","4675","86.976744"
"2","The Legend of Zelda: Ocarina of Time","885","12915","14","31","316","21.423728"
"3","Breath of Fire IV","870","47985","55","75","694","47.862068"
"4","Breath of Fire III","810","52485","57","86","677","50.148148"
"5","Secret of Evermore","735","23370","30","58","501","40.897959"
"6","Life is Strange","360","6810","18","44","237","39.5"
"7","Secret of Mana","255","6075","23","29","116","27.294117"
"8","FINAL FANTASY V","225","12900","57","94","154","41.066666"
"9","Octopath Traveler","225","3570","15","25","134","35.733333"
"10","TETRIS 99","15","420","28","28","75","300"
