"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Age of Empires: Definitive Edition","150","10620","70","86","686","274.4"
"2","Wolfenstein: Youngblood","120","4725","39","54","489","244.5"
"3","Call of Duty: Black Ops 4","105","6570","58","90","402","229.714285"
"4","Overwatch","105","3780","36","52","397","226.857142"
"5","Minecraft","90","4125","45","63","452","301.333333"
"6","FIFA 19","90","9600","106","119","1382","921.333333"
"7","Crash Team Racing Nitro-Fueled","90","4050","40","55","194","129.333333"
"8","Forza Horizon 4","75","9120","121","131","824","659.2"
"9","Fortnite","75","17445","232","352","1396","1116.8"
"10","Unlisted on Twitch","75","3030","40","59","258","206.4"
"11","Madden NFL 20","75","4800","64","80","257","205.6"
"12","Games + Demos","60","6885","114","123","425","425"
"13","Farm Together","60","2820","47","54","155","155"
"14","Resident Evil 4","60","2805","46","54","220","220"
"15","Void Bastards","60","2835","47","52","180","180"
"16","Stranger Things 3: The Game","45","3195","71","75","347","462.666666"
"17","Dauntless","45","585","13","15","89","118.666666"
"18","Blazing Chrome","30","1185","39","67","602","1204"
