"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","ROBLOX","960","5250","4","14","192","12"
"2","Minecraft","405","1830","3","9","44","6.518518"
"3","Mini World: Block Art","375","840","1","5","29","4.64"
"4","Limbo","240","975","3","6","40","10"
"5","Teamfight Tactics","75","195","3","4","3","2.4"
"6","Just Chatting","60","255","4","6","26","26"
"7","Shell Shockers","45","315","7","9","32","42.666666"
"8","Unlisted on Twitch","30","105","3","5","17","34"
"9","Super Meat Boy","15","45","3","3","4","16"
"10","PUBG Mobile","15","45","3","3","0","0"
"11","Moonlighter","15","30","2","2","0","0"
