"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","5025","34980","6","22","709","8.465671"
"2","Paladins","1680","13035","7","20","286","10.214285"
"3","Rocket League","630","4515","6","13","63","6"
"4","Call of Duty: Black Ops 4","420","3315","7","10","34","4.857142"
"5","Overwatch","330","2625","7","14","114","20.727272"
"6","Special Events","225","2145","5","22","88","23.466666"
"7","Varius","195","1470","7","11","33","10.153846"
"8","Far Cry 5","180","1500","8","11","14","4.666666"
"9","PUBG: BATTLEGROUNDS","165","1620","9","15","14","5.090909"
"10","Detroit: Become Human","150","750","5","9","15","6"
"11","Tom Clancy's Rainbow Six Siege","150","1215","8","13","22","8.8"
"12","Mercenary Kings","135","840","6","8","54","24"
"13","Just Chatting","105","630","6","8","9","5.142857"
"14","Dragon Ball FighterZ","30","195","6","7","1","2"
"15","Overcooked!","30","240","8","9","5","10"
