"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","1485","2310","1","6","116","4.686868"
"2","PUBG: BATTLEGROUNDS","825","1185","1","3","73","5.30909"
"3","Grand Theft Auto V","345","720","1","5","34","5.913043"
"4","Battalion 1944","240","435","1","3","26","6.5"
"5","Hunt: Showdown","210","405","1","3","16","4.571428"
"6","Battlefield V","195","225","1","2","15","4.615384"
"7","Fortnite","45","90","2","3","5","6.666666"
"8","Killsquad","45","135","3","4","7","9.333333"
"9","World War Z","15","15","1","1","1","4"
"10","Tom Clancy's The Division","15","0","0","0","0","0"
"11","Apex Legends","15","30","2","2","3","12"
