"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","1365","9030","6","15","373","16.395604"
"2","Monster Hunter: World","1215","12420","7","37","507","25.037037"
"3","Tom Clancy's Rainbow Six Siege","555","3555","5","14","120","12.972972"
"4","League of Legends","465","3120","5","14","288","37.16129"
"5","Darksiders III","405","2160","4","9","62","9.185185"
"6","Dofus","360","3045","8","14","108","18"
"7","Metroid Prime","270","1935","7","10","66","14.666666"
"8","The Legend of Zelda: Twilight Princess","240","2415","9","13","77","19.25"
"9","The Legend of Zelda: Ocarina of Time - Master Quest","150","945","6","11","47","18.8"
"10","Apex Legends","120","810","6","11","19","9.5"
"11","Sekiro: Shadows Die Twice","75","630","8","14","19","15.2"
"12","Unlisted on Twitch","60","420","8","11","49","49"
"13","The Legend of Zelda: Collector's Edition","45","345","7","9","17","22.666666"
"14","Heroes of the Storm","45","210","5","9","3","4"
"15","Just Chatting","30","420","14","16","22","44"
