"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","1440","49590","28","218","817","34.041666"
"2","Nowhere Prophet","915","21810","23","36","533","34.950819"
"3","Eagle Island","855","24630","22","44","504","35.368421"
"4","Tetris Effect","750","16560","21","84","311","24.88"
"5","Streets of Rogue","525","14445","26","39","337","38.514285"
"6","Night Call","330","8055","24","43","272","49.454545"
"7","Slay the Spire","330","6510","18","29","91","16.545454"
"8","Spellsword","255","3990","16","30","226","53.17647"
"9","TRIALS OF FIRE","240","4740","19","25","81","20.25"
"10","Tharsis","240","3585","14","20","54","13.5"
"11","Games + Demos","195","3240","13","27","102","31.384615"
"12","Swords & Souls: Neverseen","180","4845","26","33","103","34.333333"
"13","Militia","165","1830","11","15","44","16"
"14","Jupiter Hell","150","3255","21","28","79","31.6"
"15","FTL: Faster Than Light","150","2190","14","18","28","11.2"
"16","ScourgeBringer","135","3750","27","34","86","38.222222"
"17","Fate Hunters","120","2940","24","34","89","44.5"
"18","Looking for Heals","120","3660","30","37","51","25.5"
"19","Super Mutant Alien Assault","120","2415","20","24","41","20.5"
"20","Momodora: Reverie Under the Moonlight","120","2325","19","26","29","14.5"
"21","Monster Boy and the Cursed Kingdom","105","2655","25","29","55","31.428571"
"22","Nova Drift","105","2970","28","32","40","22.857142"
"23","Overdungeon","105","2445","23","30","59","33.714285"
"24","Muse Dash","105","2310","22","26","48","27.428571"
"25","Combo Postage","90","1785","19","25","51","34"
"26","COLLAPSED","90","2445","27","34","64","42.666666"
"27","DEMON'S TILT","90","2010","22","28","58","38.666666"
"28","Rivals of Aether","90","2100","23","25","25","16.666666"
"29","Tetris","75","1770","23","25","45","36"
"30","Get To The Orange Door","75","1410","18","25","54","43.2"
"31","Emberlight","60","1860","31","32","46","46"
"32","High Noon","60","1140","19","21","34","34"
"33","SYNTHETIK: Arena","60","1335","22","28","40","40"
"34","Super Smash Bros. Ultimate","30","360","12","13","6","12"
"35","Lethal League Blaze","30","1035","34","37","12","24"
