"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","345","2295","5","12","75","13.043478"
"2","RiME","270","1380","4","7","30","6.666666"
"3","Teamfight Tactics","255","2445","8","12","67","15.764705"
"4","GRIS","240","1965","7","16","108","27"
"5","Katana ZERO","225","1635","7","14","38","10.133333"
"6","Light Fall","210","1125","4","7","27","7.714285"
"7","Brothers: A Tale of Two Sons","180","1185","6","10","12","4"
"8","Just Chatting","90","615","6","10","12","8"
"9","Apex Legends","60","510","8","10","13","13"
"10","Enter the Gungeon","60","255","4","5","3","3"
