"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Team Fortress 2","1170","3315","2","8","127","6.51282"
"2","Minecraft","780","4335","6","53","81","6.230769"
"3","Overwatch","735","2265","2","26","101","8.244897"
"4","Old School RuneScape","300","870","2","4","25","5"
"5","Tom Clancy's Rainbow Six Siege","240","1215","4","17","27","6.75"
"6","Kingdom Hearts HD 1.5 + 2.5 ReMIX","180","480","2","5","30","10"
"7","Counter-Strike","180","735","4","11","10","3.333333"
"8","Rust","90","210","2","4","10","6.666666"
"9","Just Chatting","45","150","3","5","12","16"
"10","LEGO Indiana Jones: The Original Adventures","45","105","2","3","2","2.666666"
"11","Pavlov VR","30","0","0","0","1","2"
"12","The Binding of Isaac: Rebirth","30","90","3","4","6","12"
