"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","2595","12405","4","30","826","19.098265"
"2","League of Legends","720","4065","4","30","310","25.833333"
"3","Overwatch","345","2910","8","16","158","27.47826"
"4","The Legend of Zelda: Breath of the Wild","315","1935","6","13","87","16.571428"
"5","Hearthstone","150","1035","6","9","37","14.8"
