"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Kingdom Hearts III","1260","5655","4","14","135","6.428571"
"2","Kingdom Hearts HD 1.5 + 2.5 ReMIX","570","2250","3","7","47","4.947368"
"3","Kingdoms and Castles","330","1440","4","7","39","7.090909"
"4","Foundation","285","1500","4","10","49","10.315789"
"5","Neverwinter","225","1125","4","8","21","5.6"
"6","Travel & Outdoors","75","135","1","3","0","0"
"7","Just Chatting","30","30","1","1","2","4"
