"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Dance 2019","105","2205","20","27","195","111.428571"
"2","Call of Duty: Ghosts","60","855","14","18","42","42"
"3","Call of Duty: Black Ops 4","30","375","12","15","0","0"
