"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","MLB The Show 19","4155","55605","12","292","1111","16.043321"
"2","Teamfight Tactics","1470","25320","16","112","283","11.55102"
"3","FINAL FANTASY XIV ONLINE","810","5625","6","16","105","7.777777"
"4","Apex Legends","600","4980","8","14","100","10"
"5","FTL: Faster Than Light","525","6975","12","18","94","10.742857"
"6","Griftlands","90","750","8","10","9","6"
