"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Assassin's Creed Odyssey","1620","3180","1","5","84","3.111111"
"2","World War 3","1380","3855","2","7","226","9.826086"
"3","PAYDAY 2","1170","3495","2","7","107","5.487179"
"4","Sleeping Dogs","1050","2775","1","6","68","3.885714"
"5","Arma 3","405","1125","2","5","16","2.37037"
"6","Grand Theft Auto V","390","1395","3","6","59","9.076923"
"7","Killing Floor 2","375","1035","2","6","14","2.24"
"8","Satisfactory","360","150","0","2","22","3.666666"
"9","This War of Mine","120","120","1","2","8","4"
"10","Far Cry 5","75","120","1","2","0","0"
"11","World of Guns: Gun Disassembly","60","210","3","4","6","6"
"12","Paladins","30","60","2","2","12","24"
