"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","4875","46170","9","28","1421","17.48923"
"2","The Elder Scrolls Online","1920","18735","7","33","461","14.40625"
"3","DayZ","870","9495","11","17","294","20.275862"
"4","Fortnite","90","870","9","14","30","20"
"5","Apex Legends","60","630","10","13","31","31"
"6","PUBG: BATTLEGROUNDS","45","345","7","9","12","16"
"7","MORDHAU","45","360","8","9","4","5.333333"
"8","Z1: Battle Royale","30","615","20","24","25","50"
"9","Counter-Strike: Global Offensive","30","270","9","10","5","10"
