"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Splatoon 2","2565","26790","10","20","330","7.719298"
"2","Danganronpa 2: Goodbye Despair","1920","20175","9","18","282","8.8125"
"3","Banjo-Tooie","1095","11370","10","19","112","6.136986"
"4","Banjo-Kazooie","585","6690","11","23","68","6.974358"
"5","Banjo-Kazooie: Grunty's Revenge","405","3885","9","13","40","5.925925"
"6","Cave Story","390","3240","8","12","31","4.76923"
"7","The Legend of Zelda","345","2640","7","11","26","4.521739"
"8","Toontown Online","330","3000","9","13","45","8.181818"
"9","Retro","315","2715","8","12","27","5.142857"
"10","Ori and the Blind Forest","315","2115","6","10","22","4.190476"
"11","Kingdom: New Lands","180","1290","7","11","26","8.666666"
"12","Just Chatting","180","1455","8","11","17","5.666666"
"13","Viva Piñata: Trouble in Paradise","75","1020","13","15","14","11.2"
