"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","7620","531285","68","153","67148","528.724409"
"2","Tom Clancy's The Division","1830","90330","42","124","18859","618.327868"
"3","Satisfactory","855","18705","21","33","1508","105.824561"
"4","HITMAN 2","690","45360","65","129","8919","775.565217"
"5","Friday the 13th: The Game","405","18630","46","54","829","122.814814"
"6","Valiant Hearts: The Great War","330","8505","25","33","587","106.727272"
"7","Streets of Rogue","270","17385","64","99","4179","928.666666"
"8","Move or Die","240","7935","34","44","362","90.5"
"9","Figment","210","10680","50","71","3997","1142"
"10","Gartic","165","9705","60","106","2634","957.818181"
"11","Last Day of June","165","4185","25","31","302","109.818181"
"12","This War of Mine","165","5760","34","82","1043","379.272727"
"13","She Wants Me Dead","105","8385","79","90","1818","1038.857142"
"14","COLLAPSED","60","1260","21","26","121","121"
"15","The Banner Saga 2","60","690","11","20","32","32"
"16","Words On Stream","30","900","30","32","33","66"
"17","Just Chatting","15","1140","76","76","0","0"
