"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Metal Gear Solid V: The Phantom Pain","795","2370","2","8","40","3.018867"
"2","Metal Gear Solid: Peace Walker","330","1005","4","10","39","7.090909"
"3","Sekiro: Shadows Die Twice","315","1410","4","8","42","8"
"4","The Darkness","315","645","1","7","59","11.238095"
"5","Detroit: Become Human","285","660","2","4","11","2.315789"
"6","Welcome to the Game II","285","435","1","3","18","3.789473"
"7","Overwatch","240","300","1","2","13","3.25"
"8","Apex Legends","240","510","2","4","19","4.75"
"9","The Sly Collection","240","555","2","5","11","2.75"
"10","Hellblade: Senua's Sacrifice","195","435","2","3","17","5.230769"
"11","The Darkness II","60","210","3","4","1","1"
"12","Metal Gear Solid V: Ground Zeroes","45","390","8","10","6","8"
"13","Siren","30","15","0","1","6","12"
"14","Just Chatting","15","0","0","0","0","0"
