"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","2340","15150","6","33","896","22.974358"
"2","PUBG: BATTLEGROUNDS","2160","12480","5","14","790","21.944444"
"3","Need for Speed: Underground 2","1125","5970","4","12","262","13.973333"
"4","Harry Potter and the Sorcerer's Stone","330","3015","7","15","140","25.454545"
"5","Black Squad","240","1200","4","10","46","11.5"
"6","Unlisted on Twitch","210","1320","6","14","151","43.142857"
"7","Marbles on Stream","195","2625","13","18","65","20"
"8","Harry Potter and the Chamber of Secrets","105","840","8","11","32","18.285714"
"9","My Friend Pedro","90","420","4","7","27","18"
"10","The Dark Occult","90","900","10","13","24","16"
"11","skribbl.io","75","795","8","16","38","30.4"
"12","Pummel Party","75","405","5","7","28","22.4"
"13","Krunker.io","60","285","4","5","25","25"
"14","Pacify","45","300","6","9","32","42.666666"
"15","Battalion 1944","45","300","6","9","10","13.333333"
"16","Killing Floor","15","90","6","6","5","20"
"17","Just Chatting","15","120","8","8","19","76"
