"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","375","16530","40","100","2835","453.6"
"2","Overwatch","300","12330","41","62","1897","379.4"
"3","Heroes of the Storm","270","19980","77","115","3106","690.222222"
"4","Beyond: Two Souls","105","9465","90","100","2047","1169.714285"
"5","Dead by Daylight","75","4455","49","72","1061","848.8"
"6","Travel & Outdoors","60","3165","52","58","613","613"
"7","World War Z","60","2640","44","47","332","332"
"8","Tom Clancy's Rainbow Six Siege","45","1590","35","38","122","162.666666"
"9","Just Dance 2019","30","1440","48","50","124","248"
"10","Unlisted on Twitch","15","495","33","33","135","540"
"11","Dying Light","15","630","42","42","169","676"
"12","Last Day of June","15","900","60","60","355","1420"
