"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1155","10530","8","16","442","22.961038"
"2","Fortnite","1080","8295","7","15","263","14.611111"
"3","Minecraft","990","8325","8","15","280","16.969696"
"4","Tom Clancy's Rainbow Six Siege","735","5490","6","11","347","28.32653"
"5","PUBG: BATTLEGROUNDS","405","3225","7","12","150","22.222222"
"6","Paladins","390","3180","7","12","89","13.692307"
"7","House Flipper","225","1890","8","14","29","7.733333"
"8","Gears of War 4","165","1155","6","12","43","15.636363"
"9","Unlisted on Twitch","90","570","7","9","42","28"
"10","The Sims 4","90","720","8","12","16","10.666666"
"11","American Truck Simulator","75","720","9","14","13","10.4"
"12","Metro Exodus","75","375","6","9","21","16.8"
"13","Counter-Strike: Global Offensive","60","510","8","10","39","39"
"14","Rocket League","45","420","8","11","20","26.666666"
"15","The Forest","45","405","9","11","8","10.666666"
"16","Grand Theft Auto V","30","225","7","8","2","4"
"17","ARK: Survival Evolved","30","375","12","15","6","12"
"18","ROBLOX","30","360","12","12","15","30"
"19","PUBG Mobile","15","135","9","9","8","32"
"20","Team Fortress 2","15","150","10","10","0","0"
