"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dragon Ball Z: Dokkan Battle","1875","21120","9","23","358","11.456"
"2","Dissidia Final Fantasy Opera Omnia","1425","15720","10","26","308","12.968421"
"3","Naruto Shippuden: Ultimate Ninja Blazing","990","9975","9","19","128","7.757575"
"4","The Seven Deadly Sins: Grand Cross","750","6840","8","16","208","16.64"
"5","Games + Demos","480","5295","9","21","69","8.625"
"6","Dead Cells","345","1695","5","10","49","8.521739"
"7","Kingdom Hearts χ[chi]","345","2370","6","13","42","7.304347"
"8","Knights Chronicle","330","3315","8","13","42","7.636363"
"9","Elune","285","3345","11","20","90","18.947368"
"10","Monster Hunter: World","135","615","4","10","7","3.111111"
"11","Forager","30","165","5","6","7","14"
"12","Dragon Ball Legends","15","135","9","9","5","20"
