"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Monster Hunter: World","5145","154320","25","178","2328","27.148688"
"2","Amnesia: The Dark Descent","165","5100","30","34","84","30.545454"
"3","Borderlands 2","165","4440","26","31","66","24"
"4","Just Chatting","165","6105","37","55","505","183.636363"
"5","Apex Legends","150","4500","30","33","37","14.8"
"6","Furi","150","1905","12","17","40","16"
"7","Don't Starve Together","135","6585","48","85","100","44.444444"
"8","Hollow Knight","120","4965","41","43","21","10.5"
"9","Sekiro: Shadows Die Twice","105","735","7","11","26","14.857142"
"10","osu!","30","1740","58","60","35","70"
