"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Arma 3","7515","115635","13","39","2257","18.01996"
"2","Blood Bowl 2","1485","32640","22","68","757","30.585858"
"3","Stellaris","495","8250","15","26","192","23.272727"
"4","Grand Theft Auto V","435","5850","13","18","67","9.241379"
"5","MORDHAU","330","6420","18","25","124","22.545454"
"6","Empire: Total War","180","2850","15","21","43","14.333333"
"7","Europa Universalis IV","135","2820","20","26","47","20.888888"
"8","Heroes of the Storm","60","1110","18","22","42","42"
"9","Napoleon: Total War","45","630","14","15","9","12"
"10","Battle Brothers","45","225","5","7","6","8"
"11","Sid Meier's Civilization VI","15","285","19","19","21","84"
