"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","3570","29430","7","20","769","12.924369"
"2","Teamfight Tactics","1560","10680","6","17","203","7.807692"
"3","Rocket League","1290","12480","8","20","382","17.767441"
"4","PUBG: BATTLEGROUNDS","1065","8760","6","18","265","14.929577"
"5","Just Chatting","435","4635","8","18","150","20.689655"
"6","Sea of Thieves","390","2865","7","14","39","6"
"7","Counter-Strike: Global Offensive","360","2580","6","12","121","20.166666"
"8","Golf It!","255","2280","9","14","44","10.352941"
"9","Overwatch","225","1710","6","10","26","6.933333"
"10","The Crew 2","135","1590","11","13","27","12"
"11","League of Legends","120","510","4","6","16","8"
