"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","1770","13920","7","20","1056","35.79661"
"2","surviv.io","1770","29355","13","32","3222","109.220338"
"3","Apex Legends","1215","8790","6","13","550","27.160493"
"4","Fortnite","1020","6120","5","11","543","31.941176"
"5","Teamfight Tactics","810","6195","6","21","212","15.703703"
"6","Dead by Daylight","735","6405","7","16","443","36.163265"
"7","Z1: Battle Royale","210","2640","12","16","241","68.857142"
"8","Just Chatting","105","870","9","12","54","30.857142"
"9","Art","75","0","0","0","0","0"
"10","Battalion 1944","75","345","4","9","29","23.2"
"11","Deceit","60","525","8","10","28","28"
"12","League of Legends","60","330","5","6","13","13"
"13","Left 4 Dead 2","60","390","6","8","28","28"
"14","Minecraft","45","375","8","9","36","48"
