"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FIFA 19","4605","42855","8","31","765","9.967426"
"2","Fortnite","2940","20730","6","19","408","8.32653"
"3","Forza Horizon 4","735","6750","9","17","113","9.224489"
"4","Pokémon GO","675","7350","9","28","287","25.511111"
"5","Dead Rising 4","570","3750","6","13","52","5.473684"
"6","Gears 5","570","5040","7","15","246","25.894736"
"7","RAGE 2","270","2385","8","13","54","12"
"8","Crash Team Racing Nitro-Fueled","210","2010","8","14","40","11.428571"
"9","Grand Theft Auto V","195","2730","11","21","18","5.538461"
"10","Jackbox Party Packs","90","1815","20","23","36","24"
"11","Rock Band 4","75","795","10","12","12","9.6"
"12","Gears of War: Ultimate Edition","75","330","4","9","6","4.8"
"13","The Sinking City","75","1065","14","15","13","10.4"
"14","Trials Rising","60","375","6","8","2","2"
"15","Wolfenstein: Youngblood","60","540","9","11","2","2"
"16","Unlisted on Twitch","30","405","13","17","1","2"
"17","Too Human","30","120","4","5","2","4"
"18","AO Tennis","15","120","8","8","2","8"
"19","Just Chatting","15","165","11","11","11","44"
