"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Mortal Kombat 11","1710","114540","58","119","856","30.035087"
"2","Marvel Ultimate Alliance 3: The Black Order","990","71820","66","131","443","26.848484"
"3","Destiny 2","450","25905","57","76","143","19.066666"
"4","SAMURAI SHODOWN","390","26655","63","101","183","28.153846"
"5","Gears of War: Judgment","240","14580","62","85","54","13.5"
"6","Captain America: Super Soldier","240","11235","46","70","85","21.25"
"7","Unlisted on Twitch","195","10080","51","68","24","7.384615"
"8","Super Mario Maker 2","135","6720","49","79","36","16"
"9","Gears 5","120","8250","68","92","31","15.5"
"10","Killer Instinct","30","3075","102","111","23","46"
