"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","4365","55290","12","82","1368","18.804123"
"2","Test Drive Unlimited","1950","21360","9","37","506","15.56923"
"3","The Crew 2","825","5910","5","22","149","10.836363"
"4","Midnight Club II","750","8145","11","21","182","14.56"
"5","Need for Speed: Payback","405","3870","9","14","87","12.888888"
"6","Midnight Club: Street Racing","315","2940","7","14","111","21.142857"
"7","Forza Horizon 4","285","1440","5","12","15","3.157894"
"8","A Place for the Unwilling","210","1455","4","11","48","13.714285"
"9","Marbles on Stream","195","3225","16","24","73","22.461538"
"10","Cooking Simulator","75","915","12","14","33","26.4"
"11","Unlisted on Twitch","60","810","13","16","22","22"
"12","Just Chatting","15","195","13","13","11","44"
