"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Magic: The Gathering","1140","5115","3","9","122","6.421052"
"2","Apex Legends","870","2640","3","9","124","8.551724"
"3","Black Desert","480","825","1","5","33","4.125"
"4","Guild Wars 2","480","3240","6","11","90","11.25"
"5","Guild Wars 2: Path of Fire","180","675","3","5","17","5.666666"
"6","Space Engineers","120","360","3","6","27","13.5"
"7","Never Split the Party","120","270","2","3","11","5.5"
"8","Overwatch","120","315","2","6","12","6"
"9","PlanetSide 2","90","540","6","11","25","16.666666"
"10","Counter-Strike","60","75","1","2","3","3"
"11","Tom Clancy's Rainbow Six Siege","45","120","2","3","8","10.666666"
"12","Yu-Gi-Oh! Online","45","210","4","5","3","4"
"13","ShellShock Live","45","120","2","4","12","16"
"14","Arizona Sunshine","45","105","2","4","1","1.333333"
"15","Nova Drift","45","45","1","1","2","2.666666"
