"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike","1725","4395","1","11","796","27.686956"
"2","Path of Exile","1320","10305","6","18","846","38.454545"
"3","Tom Clancy's Rainbow Six Siege","900","2385","2","7","277","18.466666"
"4","Just Chatting","555","2640","3","10","186","20.108108"
"5","Red Dead Redemption 2","525","1170","1","8","131","14.971428"
"6","Dota 2","210","1035","4","11","52","14.857142"
"7","PUBG: BATTLEGROUNDS","180","555","2","5","93","31"
"8","Terraria","120","525","3","7","47","23.5"
"9","StarCraft II","60","300","5","7","43","43"
"10","RAGE 2","45","225","5","8","29","38.666666"
"11","Divinity: Original Sin II","30","165","5","6","0","0"
"12","World of Warcraft","15","45","3","3","14","56"
"13","Getting Over It with Bennett Foddy","15","75","5","5","19","76"
