"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1140","30285","22","53","1449","76.263157"
"2","Marbles on Stream","525","21525","40","59","939","107.314285"
"3","Art","495","13710","27","41","491","59.515151"
"4","The Jackbox Party Pack 4","420","12105","28","44","345","49.285714"
"5","Grand Theft Auto V","405","13530","33","48","311","46.074074"
"6","Space Engineers","285","5700","26","43","198","41.68421"
"7","World of Warcraft","255","6000","23","28","167","39.294117"
"8","Garry's Mod","255","5310","20","28","212","49.882352"
"9","Jackbox Party Packs","240","5625","22","34","179","44.75"
"10","Bendy and the Ink Machine","240","8625","35","50","260","65"
"11","Minecraft","225","8655","38","47","182","48.533333"
"12","VRChat","150","2880","18","28","54","21.6"
"13","Super Animal Royale","135","4815","35","46","219","97.333333"
"14","Dead by Daylight","105","2130","20","27","60","34.285714"
"15","Gang Beasts","90","2595","28","39","86","57.333333"
"16","Subnautica","90","2850","31","39","92","61.333333"
"17","Games + Demos","90","1770","19","31","79","52.666666"
"18","The Jackbox Party Pack 2","90","2775","30","38","111","74"
"19","Golf With Your Friends","75","2670","35","47","132","105.6"
"20","ShellShock Live","30","1335","44","45","71","142"
"21","Outlast","30","1110","37","38","51","102"
"22","Party Hard 2","15","210","14","14","35","140"
"23","Twitch Sings","15","480","32","32","91","364"
