"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","3585","36075","8","46","4600","76.987447"
"2","Fallout: New Vegas","825","5265","4","37","394","28.654545"
"3","Overwatch","630","3885","4","29","341","32.47619"
"4","Fallout 76","390","4305","12","26","576","88.615384"
"5","Tom Clancy's Rainbow Six Siege","255","4245","17","38","635","149.411764"
"6","PUBG: BATTLEGROUNDS","240","1560","6","23","319","79.75"
"7","Escape from Tarkov","150","675","3","15","190","76"
"8","Hunt: Showdown","90","60","0","1","3","2"
"9","Battlefield V","60","555","9","12","149","149"
"10","Just Chatting","60","1215","20","24","156","156"
"11","Breathedge","45","675","15","19","52","69.333333"
"12","Star Wars Battlefront II","45","870","19","30","77","102.666666"
"13","Grand Theft Auto V","30","420","14","20","11","22"
"14","Call of Duty: Black Ops 4","15","165","11","11","42","168"
