"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2580","7860","2","20","289","6.72093"
"2","osu!","2130","4635","2","10","210","5.915492"
"3","Call of Duty: Black Ops 4","135","480","5","7","9","4"
"4","Tom Clancy's Rainbow Six Siege","120","390","3","6","8","4"
"5","Minecraft","90","90","1","2","4","2.666666"
"6","Apex Legends","75","210","2","4","10","8"
"7","Just Chatting","60","285","4","6","11","11"
"8","Rocket League","60","135","2","3","1","1"
"9","Counter-Strike: Global Offensive","30","45","1","3","0","0"
"10","Overwatch","30","45","1","2","0","0"
"11","PUBG: BATTLEGROUNDS","30","45","1","2","4","8"
"12","World War Z","15","45","3","3","4","16"
