"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Black Desert","1275","5865","4","9","80","3.764705"
"2","Minecraft","1245","4905","3","7","57","2.746987"
"3","Dungeons & Dragons","1230","8565","6","11","94","4.585365"
"4","VRChat","825","4110","4","13","71","5.163636"
"5","Arma 3","690","3405","4","9","71","6.173913"
"6","Pavlov VR","630","2970","3","8","62","5.904761"
"7","Escape from Tarkov","480","2055","3","9","17","2.125"
"8","Senran Kagura: Estival Versus","375","2100","5","10","41","6.56"
"9","Tabletop Simulator","285","1650","5","9","23","4.842105"
"10","Earth Defense Force 5","285","1845","4","15","66","13.894736"
"11","Sword Art Online: Fatal Bullet","255","1080","3","7","27","6.352941"
"12","VR Dungeon Knight","240","750","2","6","24","6"
"13","Unlisted on Twitch","165","1050","6","12","24","8.727272"
"14","Senran Kagura Burst Re:Newal","150","990","6","8","12","4.8"
"15","Arizona Sunshine","120","570","4","9","10","5"
"16","Hell Let Loose","120","390","3","4","15","7.5"
"17","Raw Data","90","390","4","6","16","10.666666"
"18","Furious Seas","90","285","3","7","11","7.333333"
"19","Witching Tower","90","270","3","5","1","0.666666"
"20","Gal*Gun 2","75","600","8","11","20","16"
"21","Golf With Your Friends","60","195","3","4","4","4"
"22","Star Wars Battlefront II","60","285","4","6","19","19"
"23","The Wizards","60","345","5","8","5","5"
"24","Star Wars: Jedi Knight - Jedi Academy","60","435","7","8","2","2"
"25","Yakuza 0","45","120","2","5","2","2.666666"
"26","Tom Clancy's Ghost Recon: Wildlands","45","180","4","4","0","0"
"27","OrbusVR","45","255","5","6","3","4"
