"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","4500","196515","39","85","5643","75.24"
"2","League of Legends","4365","227340","51","89","4037","55.491408"
"3","Teamfight Tactics","1905","89295","48","71","1714","53.984251"
"4","Miracle Snack Shop","795","38760","48","60","498","37.584905"
"5","Overcooked! 2","210","6495","30","35","83","23.714285"
"6","Portal 2","105","4845","46","50","122","69.714285"
"7","Astroneer","90","3525","39","42","68","45.333333"
"8","Cooking Simulator","75","3030","40","44","63","50.4"
"9","Games + Demos","75","3150","42","43","60","48"
"10","Papers, Please","60","2790","46","48","50","50"
"11","Angvik","45","1905","41","46","88","117.333333"
"12","Eryi's Action","30","1335","44","47","50","100"
"13","Monster Hunter: World","15","705","47","47","33","132"
"14","Generation Zero","15","630","42","42","0","0"
