"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Resident Evil 2","1035","2970","2","7","91","5.275362"
"2","Resident Evil 4","810","2400","1","9","50","3.703703"
"3","The Legend of Zelda: Ocarina of Time","570","1275","1","5","56","5.894736"
"4","Super Smash Bros. Melee","375","1065","2","6","33","5.28"
"5","Resident Evil 5","165","390","2","4","15","5.454545"
"6","Kingdom Hearts HD 1.5 + 2.5 Remix","105","240","2","4","3","1.714285"
"7","Resident Evil 2","60","75","1","2","9","9"
"8","Kingdom Hearts","60","165","2","5","3","3"
"9","The Legend of Zelda: Majora's Mask","60","150","2","3","3","3"
"10","Super Mario 64","60","60","0","2","6","6"
"11","Jet Force Gemini","30","30","1","1","0","0"
"12","Unlisted on Twitch","15","45","3","3","0","0"
"13","Resident Evil: Origins Collection","15","15","1","1","0","0"
"14","Kingdom Hearts HD 1.5 + 2.5 ReMIX","15","15","1","1","0","0"
