"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Sims 4","345","4590","12","36","157","27.304347"
"2","Minecraft","255","1575","6","12","89","20.941176"
"3","League of Legends","210","1080","3","10","46","13.142857"
"4","Twitch Sings","135","735","5","9","38","16.888888"
"5","Art","135","1860","13","27","108","48"
"6","The Jackbox Party Pack 4","105","1455","13","19","69","39.428571"
"7","Getting Over It with Bennett Foddy","90","465","5","8","23","15.333333"
"8","The Jackbox Party Pack 5","60","765","12","14","42","42"
"9","Just Chatting","30","300","10","10","27","54"
"10","Winnie the Pooh's Home Run Derby!","30","225","7","8","26","52"
