"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","4155","26865","6","15","461","6.657039"
"2","Overwatch","405","2100","4","10","60","8.888888"
"3","The Forest","300","1935","6","9","13","2.6"
"4","House Flipper","150","645","4","6","4","1.6"
"5","Tick Tock: A Tale for Two","90","495","5","8","6","4"
"6","Tom Clancy's The Division 2","75","405","5","8","0","0"
