"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","NBA 2K19","1380","37215","26","70","749","32.565217"
"2","FINAL FANTASY XIV ONLINE","1155","15795","12","29","366","19.012987"
"3","Marvel Ultimate Alliance 3: The Black Order","405","11385","25","39","215","31.851851"
"4","Super Mario Maker 2","255","3720","12","26","95","22.352941"
"5","Detroit: Become Human","195","4290","20","27","93","28.615384"
"6","Dead by Daylight","180","3945","22","27","70","23.333333"
"7","Overwatch","135","2445","22","29","45","20"
"8","Mortal Kombat 11","120","3570","29","34","39","19.5"
"9","Just Chatting","60","990","15","36","36","36"
"10","Grand Theft Auto V","60","1425","23","29","55","55"
"11","Friday the 13th: The Game","45","1155","27","31","15","20"
