"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","1245","14400","8","23","641","30.891566"
"2","Overwatch","975","15495","13","37","319","19.630769"
"3","Apex Legends","735","4215","5","11","160","13.061224"
"4","Counter-Strike: Global Offensive","480","6255","12","23","427","53.375"
"5","Raft","360","4035","8","22","169","28.166666"
"6","Rocket League","330","1410","3","7","62","11.272727"
"7","Diablo III","300","5940","19","32","199","39.8"
"8","Battalion 1944","300","885","2","5","80","16"
"9","Sea of Thieves","240","1050","4","9","81","20.25"
"10","Tom Clancy's Rainbow Six Siege","210","3270","21","28","134","38.285714"
"11","Super Mario Maker 2","150","1215","8","11","61","24.4"
"12","Dragon Quest Builders 2","120","495","4","8","24","12"
"13","Just Chatting","105","450","4","5","37","21.142857"
"14","Teamfight Tactics","105","435","4","7","41","23.428571"
"15","World of Warcraft","105","480","4","9","30","17.142857"
"16","TrackMania 2: Stadium","60","255","4","7","11","11"
"17","Sherlock Holmes: The Devil's Daughter","60","825","13","21","39","39"
"18","Grand Theft Auto V","30","525","17","22","45","90"
"19","CRSED: F.O.A.D.","30","75","2","3","4","8"
"20","League of Legends","15","60","4","4","17","68"
