"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Forest","1650","48585","28","62","1171","42.581818"
"2","Teamfight Tactics","660","16380","21","41","486","44.181818"
"3","Just Chatting","615","14805","19","47","861","84"
"4","Hellblade: Senua's Sacrifice","480","11190","22","45","324","40.5"
"5","My Friend Pedro","180","4785","20","41","100","33.333333"
"6","Super Mario Maker 2","180","6600","36","44","144","48"
"7","Apex Legends","135","4485","33","49","140","62.222222"
"8","Dead by Daylight","135","3120","23","37","113","50.222222"
"9","Risk of Rain 2","60","1155","19","20","18","18"
"10","Brawlhalla","30","900","30","41","26","52"
"11","Enter the Gungeon","30","660","22","25","31","62"
"12","Twitch Sings","15","120","8","8","33","132"
