"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","World of Warcraft","1710","14355","7","19","460","16.14035"
"2","Just Chatting","1395","13170","8","33","896","38.537634"
"3","Call of Duty: Black Ops 4","720","7035","8","17","144","12"
"4","Detroit: Become Human","480","4500","8","13","90","11.25"
"5","Twitch Sings","240","3375","13","31","147","36.75"
"6","Life is Strange","210","1305","6","8","18","5.142857"
"7","FINAL FANTASY XIV ONLINE","195","1860","8","12","42","12.923076"
"8","The Evil Within","195","1380","7","10","37","11.384615"
"9","Until Dawn","180","1245","6","9","14","4.666666"
"10","FINAL FANTASY X","105","900","8","9","3","1.714285"
"11","Star Wars: The Old Republic","90","810","9","10","52","34.666666"
"12","Pokémon Snap","90","420","4","6","20","13.333333"
"13","Ratchet & Clank Future: A Crack in Time","75","600","8","10","26","20.8"
"14","Kingdom Hearts III","75","450","6","7","12","9.6"
"15","skribbl.io","75","735","9","12","7","5.6"
"16","Wolfenstein II: The New Colossus","45","420","9","10","3","4"
"17","Katana ZERO","45","435","9","10","1","1.333333"
"18","Final Fantasy X/X-2 HD Remaster","45","285","6","7","8","10.666666"
"19","FINAL FANTASY XV","30","150","5","6","40","80"
"20","Star Wars: The Force Unleashed II","15","90","6","6","10","40"
"21","Hidden Agenda","15","105","7","7","6","24"
