"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","2235","12675","5","11","221","5.932885"
"2","Overwatch","2115","12600","5","14","195","5.531914"
"3","Detroit: Become Human","570","48135","88","137","147","15.473684"
"4","Heavy Rain","450","9195","20","41","91","12.133333"
"5","Devil May Cry 5","285","1830","6","10","27","5.68421"
"6","BlazBlue: Central Fiction","105","675","6","10","16","9.142857"
"7","Paladins","75","345","4","6","8","6.4"
"8","Unlisted on Twitch","60","315","5","6","6","6"
"9","Dead by Daylight","45","180","4","6","7","9.333333"
"10","Monster Hunter: World","15","75","5","5","0","0"
