"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","450","1830","3","18","133","17.733333"
"2","7 Days to Die","165","1245","7","10","19","6.90909"
"3","Pokémon Channel","90","300","2","5","16","10.666666"
"4","Counter-Strike: Global Offensive","75","120","1","3","15","12"
"5","Teamfight Tactics","75","285","4","5","24","19.2"
"6","Marbles on Stream","45","255","5","6","11","14.666666"
"7","osu!","30","75","2","3","3","6"
"8","Rocket League","15","135","9","9","0","0"
"9","Just Chatting","15","75","5","5","5","20"
"10","The Crew 2","15","75","5","5","0","0"
