"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","3765","26370","5","24","542","8.63745"
"2","The Legend of Zelda: Breath of the Wild","2415","9195","2","9","235","5.838509"
"3","Grand Theft Auto V","1020","5340","4","10","79","4.647058"
"4","Assassin's Creed Odyssey","885","3105","3","9","80","5.423728"
"5","Dauntless","690","3645","5","13","98","8.521739"
"6","Darksiders III","540","2130","3","7","170","18.888888"
"7","Dangerous Driving","345","1050","2","6","52","9.043478"
"8","RAGE 2","270","1635","5","13","63","14"
"9","Warframe","135","405","2","7","7","3.111111"
"10","Pokémon: Let's Go, Pikachu!","90","195","1","5","20","13.333333"
"11","Mario Kart 8","45","240","5","8","4","5.333333"
"12","New Super Mario Bros. U","30","120","4","5","2","4"
"13","Gears of War 4","15","45","3","3","8","32"
