"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Don't Starve Together","5085","31050","4","42","662","7.811209"
"2","SMITE","5055","14760","2","11","476","5.649851"
"3","Minecraft","255","810","3","6","18","4.235294"
"4","Fortnite","225","615","2","3","7","1.866666"
"5","Counter-Strike: Global Offensive","180","375","2","3","10","3.333333"
"6","Super Mario 64","165","420","2","5","6","2.181818"
"7","Portal 2","120","315","2","4","11","5.5"
"8","Music","75","135","1","6","2","1.6"
"9","Just Chatting","75","135","1","3","1","0.8"
"10","Unlisted on Twitch","15","15","1","1","0","0"
