"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","4455","5320335","1111","3335","225770","3040.6734"
"2","Rust","2025","2409630","1415","3418","64250","1903.703703"
"3","Games + Demos","855","889605","1037","1515","29188","2048.280701"
"4","Tom Clancy's Rainbow Six Siege","600","593775","973","1753","12316","1231.6"
"5","Teamfight Tactics","480","497265","911","2492","13023","1627.875"
"6","League of Legends","360","328785","618","1570","12031","2005.166666"
"7","Auto Chess","240","169650","721","791","5488","1372"
"8","Music","195","234915","1119","1552","9243","2844"
"9","Clone Drone in the Danger Zone","120","183270","1527","1856","6776","3388"
"10","Grow Home","120","221940","1849","2236","8046","4023"
"11","Do Not Feed the Monkeys","120","104550","871","1001","4303","2151.5"
"12","60 Seconds!","90","130935","1454","1705","2623","1748.666666"
"13","21 Days","90","85665","951","994","4331","2887.333333"
"14","Farm Together","90","72540","806","972","4861","3240.666666"
"15","The Binding of Isaac: Repentance","75","92925","1128","1705","4017","3213.6"
"16","Streets of Rogue","75","64350","858","912","1918","1534.4"
