"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2865","30240","8","134","788","16.502617"
"2","Just Chatting","1245","9660","7","23","340","16.385542"
"3","Stardew Valley","225","1140","4","8","26","6.933333"
"4","Minecraft","210","1815","8","12","35","10"
"5","Limbo","195","1770","6","15","35","10.76923"
"6","Mortal Kombat 11","180","1365","6","14","83","27.666666"
"7","Talk to Strangers","105","555","5","7","38","21.714285"
"8","Journey","105","390","3","5","19","10.857142"
"9","Overcooked!","45","360","8","9","4","5.333333"
"10","Borderlands 2","30","285","9","12","7","14"
"11","Travel & Outdoors","30","120","4","4","7","14"
"12","Brawlhalla","30","315","10","12","7","14"
"13","Guitar Hero III: Legends of Rock","15","90","6","6","0","0"
