"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","4605","309915","63","164","22969","299.270358"
"2","Just Chatting","2370","90855","34","92","17473","442.35443"
"3","Teamfight Tactics","1410","54525","38","63","7437","316.468085"
"4","Food & Drink","390","14370","35","53","1990","306.153846"
"5","PUBG: BATTLEGROUNDS","225","7440","34","54","1580","421.333333"
"6","Chess Rush","195","4635","23","32","724","222.76923"
"7","Lucy: The Eternity She Wished For","165","5655","34","44","288","104.727272"
"8","I'm on Observation Duty","120","3975","33","46","276","138"
"9","The Bunker","105","3105","29","34","123","70.285714"
"10","Travel & Outdoors","60","1125","18","25","52","52"
"11","Emily Wants to Play","30","1590","53","58","857","1714"
