"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","1395","4215","2","5","82","3.526881"
"2","Tom Clancy's Rainbow Six Siege","450","1200","2","4","39","5.2"
"3","Teamfight Tactics","375","1275","3","5","9","1.44"
"4","Portal 2","300","1425","5","10","14","2.8"
"5","Trine","225","1065","5","6","10","2.666666"
"6","This War of Mine","150","825","5","7","20","8"
"7","Portal","90","270","3","4","15","10"
"8","Don't Starve Together","60","165","2","4","2","2"
"9","Minecraft","60","165","2","3","0","0"
"10","Golf With Your Friends","45","135","3","4","7","9.333333"
